Episode,DDQN Reward,SARSA Reward,A2C Reward
0,28.28688305183982,-2.7826903113670642,21.422303116899336
1,-2.884767984623675,6.794768278448874,5.297153436750541
2,8.905975469840012,13.571084349769354,2.2492137656751616
3,8.517540180597,17.308276463848426,15.356333634599906
4,3.241239718542243,8.138969967389801,8.580280235988601
5,7.536429646133092,22.4655496893891,2.8498042860228168
6,14.61688808978036,-6.7599098374581565,-6.767571685958188
7,10.238187281796971,18.165409501798912,13.373858316264286
8,25.579569957600427,11.476552827432748,-3.0103776271363554
9,-2.859936924657214,14.22175161963003,3.478858588608773
10,-1.682625917020495,24.274118503055135,-0.4968420301187333
11,13.994395778042868,17.687950315619865,13.309450519997487
12,0.8318628623261741,16.904612125520394,6.962933182767383
13,10.550068045051713,14.56794357455275,6.259427545898493
14,-10.055065170939534,14.462379317033998,17.175780043300534
15,4.1967415047953445,-4.119003357278274,4.487110731686116
16,17.838252457904453,-3.751108755138988,14.222121461074646
17,21.208500215853824,3.6192459925217406,11.00544551328114
18,18.159442159645074,24.98400585316041,-7.753817598540284
19,15.723939218581155,4.535733305973,14.914651683357725
20,22.762164491637378,14.853389788214255,6.92395803574677
21,3.2722846460478507,2.198426898186156,28.643993364398224
22,1.4109375754064626,8.59530424475582,16.646831819583667
23,1.2797182541413363,-1.5470846574323698,18.22281982157811
24,10.902443012541717,6.6873339264854845,24.22067108635666
25,15.410796733950257,18.92059167636739,25.342153644153832
26,3.835824019299247,2.65341487769167,-3.013070835856439
27,14.19053276555129,-1.5143819034043595,5.3064822200191735
28,5.47469529481716,10.273776789982207,5.148901617713518
29,11.91061775862185,6.453319866031897,-12.380729996191894
30,6.0807688708433005,15.220694623369058,-1.5492051210984776
31,7.346792674740957,-7.691568182244116,13.24842901501584
32,15.838032230171459,6.770631935791446,-7.109187797529774
33,14.968119219102034,11.130956060435354,13.628870931782895
34,12.016522385955495,15.602633773093665,23.58090420099548
35,7.781120579299426,-3.0523728909689467,1.9313087553811048
36,6.486581972998671,14.266061962991252,8.305109881204581
37,3.317283755960351,14.944224129271369,3.2515869653714695
38,5.101013867067405,14.902888733008544,-10.348493468517798
39,3.726359863995377,18.332785909573104,-3.897319816592754
40,23.495265647603244,3.717345187619923,17.82143830441261
41,8.478254558033925,17.85778986452391,-7.683703180227626
42,-6.437481801989444,17.41092602319788,3.846603209326645
43,-0.47316197818574324,7.293546966860024,8.28840825793365
44,-4.177137149265835,14.02612814580186,6.4624792997952465
45,-2.84821121145894,7.283805893479226,18.875092113046207
46,9.048841501314516,29.164858537506543,6.812287090049829
47,20.268136987503404,8.913614168169655,18.215620437463762
48,18.504748934628243,-5.209682598368573,-5.667599314836391
49,2.7034967988733634,8.905125314757898,10.960167711154915
